weight,height,color,no_of_wheels,vehicle_type
1259,79,blue,4,Car
1742,80,yellow,2,Bike
1488,96,black,2,Bike
2007,164,white,4,Car
1396,87,red,4,Car
1591,106,red,2,Bike
905,124,green,2,Bike
2085,54,blue,4,Car
2418,75,blue,4,Car
2159,64,blue,4,Car
1481,124,green,2,Bike
1706,124,green,4,Car
2054,116,white,4,Car
2080,128,black,4,Car
911,142,black,2,Bike
1002,172,yellow,2,Bike
1897,144,red,4,Car
1296,169,red,2,Bike
1527,160,yellow,2,Bike
2286,71,blue,4,Car
2086,157,red,4,Car
1037,167,white,2,Bike
1343,56,black,4,Car
1461,119,red,4,Car
1746,69,white,2,Bike
1715,169,green,2,Bike
2106,141,green,4,Car
2402,55,blue,4,Car
2144,70,red,4,Car
1497,112,red,4,Car
916,86,green,2,Bike
2419,72,blue,4,Car
1811,104,black,4,Car
1301,151,green,4,Car
1327,124,yellow,4,Car
1135,72,blue,2,Bike
1212,137,white,4,Car
2340,83,green,4,Car
1466,69,white,2,Bike
1974,160,green,4,Car
2358,170,red,4,Car
2129,128,red,4,Car
2394,127,green,4,Car
2449,60,green,4,Car
1248,169,yellow,2,Bike
2257,116,red,4,Car
1802,122,yellow,4,Car
1747,117,red,2,Bike
1880,163,black,4,Car
952,113,green,2,Bike
856,70,red,2,Bike
1198,106,white,2,Bike
858,139,red,2,Bike
1675,71,red,2,Bike
2417,155,green,4,Car
1776,104,black,4,Car
2236,56,green,4,Car
998,101,yellow,2,Bike
1246,95,green,2,Bike
859,142,black,2,Bike
2272,149,white,4,Car
1059,61,yellow,2,Bike
1649,55,yellow,4,Car
1068,151,red,2,Bike
1868,56,black,4,Car
2048,63,blue,4,Car
1912,161,green,4,Car
2172,171,green,4,Car
1002,83,black,2,Bike
1008,76,blue,2,Bike
2433,119,black,4,Car
2205,60,black,4,Car
1213,73,white,4,Car
1359,74,black,2,Bike
1050,51,red,2,Bike
1977,62,green,4,Car
2200,110,red,4,Car
2380,176,white,4,Car
1116,70,black,2,Bike
1296,150,red,2,Bike
2421,114,red,4,Car
1299,127,yellow,4,Car
1389,64,green,4,Car
1802,145,black,4,Car
1338,79,black,2,Bike
1063,58,green,2,Bike
2407,103,white,4,Car
2064,132,blue,4,Car
1635,134,green,4,Car
1568,106,white,2,Bike
2319,112,green,4,Car
801,167,blue,2,Bike
1614,53,blue,2,Bike
1373,167,blue,4,Car
2092,117,yellow,4,Car
2117,84,red,4,Car
1366,57,yellow,4,Car
1907,122,red,4,Car
1204,79,black,4,Car
2057,164,red,4,Car
1100,153,green,2,Bike
988,83,black,2,Bike
1359,73,yellow,2,Bike
821,63,yellow,2,Bike
1631,157,blue,2,Bike
2410,123,green,4,Car
2116,102,blue,4,Car
2419,142,white,4,Car
2437,151,green,4,Car
1558,157,green,2,Bike
2495,69,red,4,Car
1729,67,yellow,2,Bike
1775,144,black,2,Bike
1513,179,white,2,Bike
2497,92,green,4,Car
1818,151,blue,4,Car
826,98,white,2,Bike
1116,109,yellow,2,Bike
944,59,blue,2,Bike
2247,137,black,4,Car
1461,103,black,4,Car
1557,79,green,4,Car
2365,133,yellow,4,Car
2480,168,yellow,4,Car
1513,160,green,2,Bike
1545,113,red,2,Bike
1270,100,yellow,2,Bike
1113,87,yellow,2,Bike
1691,92,red,2,Bike
1493,142,blue,2,Bike
1258,160,red,2,Bike
1814,121,white,4,Car
1464,152,red,2,Bike
2489,161,white,4,Car
1062,117,blue,2,Bike
837,131,red,2,Bike
1642,73,yellow,4,Car
2273,110,blue,4,Car
2422,163,blue,4,Car
1942,158,white,4,Car
1627,67,yellow,2,Bike
2190,116,white,4,Car
1262,171,red,4,Car
2423,140,white,4,Car
2301,70,black,4,Car
1740,173,red,4,Car
1565,67,green,4,Car
1296,101,blue,2,Bike
1028,97,black,2,Bike
1482,112,yellow,4,Car
1462,116,red,4,Car
1858,162,white,4,Car
1707,160,black,4,Car
1739,151,yellow,4,Car
955,124,black,2,Bike
1309,180,red,4,Car
1315,77,green,2,Bike
1131,179,red,2,Bike
1239,61,red,4,Car
1410,74,blue,4,Car
2139,168,yellow,4,Car
1461,154,red,4,Car
1366,83,red,4,Car
2093,94,red,4,Car
1019,154,red,2,Bike
1475,108,blue,2,Bike
2438,99,yellow,4,Car
2162,177,blue,4,Car
2297,129,green,4,Car
1132,93,red,2,Bike
2320,76,blue,4,Car
1740,129,white,4,Car
1515,151,yellow,4,Car
1082,89,yellow,2,Bike
1748,122,yellow,2,Bike
1802,102,yellow,4,Car
1945,88,white,4,Car
2480,96,blue,4,Car
2222,126,white,4,Car
1801,64,yellow,4,Car
2496,176,black,4,Car
2058,150,green,4,Car
1137,85,black,2,Bike
1385,159,white,2,Bike
1276,68,blue,2,Bike
1285,51,yellow,4,Car
1978,78,green,4,Car
1519,112,white,2,Bike
963,133,red,2,Bike
2425,130,yellow,4,Car
2332,84,red,4,Car
1297,152,green,2,Bike
800,126,green,2,Bike
871,138,yellow,2,Bike
804,140,blue,2,Bike
2238,86,green,4,Car
1774,77,red,2,Bike
1541,107,yellow,2,Bike
2237,165,green,4,Car
1187,145,blue,2,Bike
1195,105,yellow,2,Bike
2058,155,black,4,Car
2256,179,green,4,Car
2176,157,red,4,Car
970,126,black,2,Bike
1559,164,blue,2,Bike
1715,111,red,2,Bike
2356,59,green,4,Car
2376,55,yellow,4,Car
2500,91,yellow,4,Car
1165,154,blue,2,Bike
836,70,green,2,Bike
2086,179,white,4,Car
946,151,red,2,Bike
2291,51,red,4,Car
2228,174,yellow,4,Car
1163,108,yellow,2,Bike
1766,143,black,2,Bike
1315,100,yellow,2,Bike
1512,64,white,2,Bike
1177,159,yellow,2,Bike
1008,51,red,2,Bike
1946,52,green,4,Car
863,56,white,2,Bike
2101,58,white,4,Car
1225,135,black,2,Bike
1020,158,yellow,2,Bike
1045,157,yellow,2,Bike
1991,178,blue,4,Car
2289,151,white,4,Car
943,70,black,2,Bike
2472,69,red,4,Car
802,177,white,2,Bike
1593,78,blue,2,Bike
836,168,green,2,Bike
1516,148,black,2,Bike
1118,127,yellow,2,Bike
1079,155,white,2,Bike
2149,52,red,4,Car
982,178,blue,2,Bike
2280,107,red,4,Car
1426,177,black,4,Car
1276,164,green,4,Car
892,157,green,2,Bike
993,136,black,2,Bike
1734,131,blue,2,Bike
1219,55,green,4,Car
1911,153,black,4,Car
1464,69,red,4,Car
2461,141,red,4,Car
1476,52,black,4,Car
1947,129,yellow,4,Car
1021,56,green,2,Bike
2388,66,yellow,4,Car
1265,134,red,2,Bike
1001,102,blue,2,Bike
1418,110,white,4,Car
2002,73,white,4,Car
1869,138,black,4,Car
2460,100,green,4,Car
1656,91,black,2,Bike
1226,102,blue,2,Bike
1975,170,green,4,Car
1591,85,white,2,Bike
1170,77,blue,2,Bike
1892,57,yellow,4,Car
2447,70,green,4,Car
1544,82,yellow,4,Car
2219,74,blue,4,Car
1625,86,blue,2,Bike
1283,165,blue,2,Bike
2281,72,white,4,Car
1397,110,black,4,Car
1876,142,green,4,Car
2050,78,black,4,Car
1632,135,green,2,Bike
1207,123,black,2,Bike
1574,79,blue,2,Bike
1981,123,blue,4,Car
2381,73,black,4,Car
1741,144,white,4,Car
1518,119,white,4,Car
2016,122,yellow,4,Car
2085,167,green,4,Car
883,179,yellow,2,Bike
1045,65,white,2,Bike
1198,133,green,2,Bike
1523,152,red,4,Car
1139,147,yellow,2,Bike
2016,88,blue,4,Car
1637,65,white,2,Bike
887,150,red,2,Bike
1983,80,green,4,Car
934,147,white,2,Bike
1773,147,blue,4,Car
1135,97,blue,2,Bike
1182,170,white,2,Bike
1873,156,red,4,Car
1015,83,white,2,Bike
1788,102,red,2,Bike
2149,107,blue,4,Car
2082,136,green,4,Car
1741,100,yellow,4,Car
2309,83,red,4,Car
2363,136,yellow,4,Car
1395,133,green,4,Car
1623,137,blue,2,Bike
1758,168,red,2,Bike
1331,159,green,2,Bike
2280,151,yellow,4,Car
1267,122,green,4,Car
1601,103,red,2,Bike
1754,106,white,4,Car
2190,70,black,4,Car
826,163,white,2,Bike
1351,111,green,2,Bike
1569,50,black,4,Car
2297,170,green,4,Car
2443,68,blue,4,Car
1138,131,white,2,Bike
2429,165,white,4,Car
1586,82,white,4,Car
1424,87,red,2,Bike
989,173,black,2,Bike
2383,108,yellow,4,Car
1587,175,white,2,Bike
1622,157,yellow,4,Car
2116,159,green,4,Car
1808,86,white,4,Car
1873,124,yellow,4,Car
2187,100,black,4,Car
990,146,white,2,Bike
870,76,black,2,Bike
1913,173,yellow,4,Car
1797,162,red,4,Car
2418,87,blue,4,Car
1636,88,black,2,Bike
2475,60,black,4,Car
1814,95,black,4,Car
1581,68,black,2,Bike
1303,131,green,4,Car
1252,141,blue,2,Bike
938,154,green,2,Bike
2407,93,green,4,Car
906,87,blue,2,Bike
1565,80,green,4,Car
1442,59,black,2,Bike
1355,81,yellow,2,Bike
1180,176,green,2,Bike
1950,88,black,4,Car
1448,60,blue,2,Bike
2250,75,green,4,Car
2063,149,red,4,Car
2035,161,white,4,Car
2153,130,green,4,Car
1912,144,black,4,Car
859,60,red,2,Bike
1258,136,red,2,Bike
1635,60,black,4,Car
1491,69,blue,4,Car
1696,144,red,2,Bike
1363,53,white,4,Car
2295,130,white,4,Car
852,151,black,2,Bike
1128,70,yellow,2,Bike
2006,178,green,4,Car
1709,93,red,4,Car
2216,173,yellow,4,Car
1561,120,white,4,Car
2299,52,blue,4,Car
1518,94,red,2,Bike
851,93,black,2,Bike
832,178,green,2,Bike
2320,77,green,4,Car
1087,161,blue,2,Bike
956,166,red,2,Bike
1769,125,red,2,Bike
1537,127,black,2,Bike
1434,67,black,2,Bike
914,73,red,2,Bike
1454,161,green,2,Bike
1142,94,blue,2,Bike
1341,171,yellow,2,Bike
2113,173,white,4,Car
854,135,white,2,Bike
879,71,black,2,Bike
2102,128,black,4,Car
1025,87,black,2,Bike
2060,102,yellow,4,Car
1678,135,green,2,Bike
1734,145,blue,2,Bike
830,137,yellow,2,Bike
1881,167,green,4,Car
2196,132,red,4,Car
1318,148,black,4,Car
1568,53,black,4,Car
2414,57,blue,4,Car
1614,73,black,4,Car
2380,75,black,4,Car
1968,137,green,4,Car
2185,109,red,4,Car
1854,50,black,4,Car
2161,141,white,4,Car
1135,120,black,2,Bike
1544,52,yellow,4,Car
898,165,yellow,2,Bike
1910,76,white,4,Car
2158,144,red,4,Car
901,95,green,2,Bike
1271,73,yellow,4,Car
1436,162,green,2,Bike
971,102,black,2,Bike
2184,51,green,4,Car
934,180,yellow,2,Bike
1300,114,yellow,2,Bike
2070,153,black,4,Car
1797,55,red,2,Bike
2205,149,red,4,Car
1940,115,white,4,Car
1274,175,black,2,Bike
1688,173,yellow,4,Car
2465,143,white,4,Car
1294,145,green,2,Bike
950,146,yellow,2,Bike
1196,61,yellow,2,Bike
1482,172,black,4,Car
1179,126,green,2,Bike
1452,160,black,2,Bike
2456,132,green,4,Car
859,151,blue,2,Bike
2118,141,black,4,Car
2114,87,blue,4,Car
1503,112,red,4,Car
2049,54,yellow,4,Car
1078,148,yellow,2,Bike
1338,106,white,2,Bike
2153,70,red,4,Car
1335,62,blue,2,Bike
2442,119,red,4,Car
2278,51,green,4,Car
990,52,green,2,Bike
1198,166,green,2,Bike
1711,178,white,4,Car
2188,127,blue,4,Car
2059,51,red,4,Car
2110,80,green,4,Car
2237,179,red,4,Car
922,81,red,2,Bike
1195,114,black,2,Bike
2455,58,red,4,Car
1645,102,white,2,Bike
1064,76,green,2,Bike
1485,171,black,4,Car
2090,68,green,4,Car
2218,105,green,4,Car
890,124,yellow,2,Bike
2245,79,green,4,Car
1279,110,red,4,Car
2190,115,blue,4,Car
2188,131,green,4,Car
1792,85,blue,2,Bike
1628,118,black,2,Bike
1847,62,red,4,Car
862,54,black,2,Bike
2225,146,white,4,Car
1706,78,white,2,Bike
2134,176,blue,4,Car
2187,99,black,4,Car
1430,55,green,4,Car
963,110,blue,2,Bike
1314,166,black,4,Car
1709,170,blue,2,Bike
1685,136,black,2,Bike
1679,110,red,4,Car
1852,180,blue,4,Car
968,172,white,2,Bike
1993,124,yellow,4,Car
1155,74,green,2,Bike
2331,170,blue,4,Car
1455,106,white,2,Bike
1637,97,yellow,4,Car
1191,148,green,2,Bike
1396,164,red,4,Car
1793,130,yellow,2,Bike
1483,159,black,4,Car
1301,86,green,2,Bike
1758,60,yellow,2,Bike
1987,109,blue,4,Car
1996,167,black,4,Car
1268,157,white,2,Bike
946,63,blue,2,Bike
1458,80,red,4,Car
867,70,white,2,Bike
2277,83,white,4,Car
2008,158,blue,4,Car
1302,158,white,2,Bike
1487,145,blue,2,Bike
2117,76,yellow,4,Car
2131,163,red,4,Car
2126,88,blue,4,Car
2292,155,blue,4,Car
1069,157,yellow,2,Bike
2070,167,black,4,Car
1596,146,yellow,2,Bike
1236,52,blue,2,Bike
1139,102,green,2,Bike
1463,84,black,2,Bike
2490,146,red,4,Car
1592,93,white,4,Car
2204,64,green,4,Car
2256,80,green,4,Car
1676,136,blue,2,Bike
1228,105,yellow,2,Bike
1703,98,blue,4,Car
2130,142,white,4,Car
855,88,black,2,Bike
1946,151,white,4,Car
2462,80,black,4,Car
1752,177,blue,2,Bike
1783,91,red,4,Car
1735,85,red,2,Bike
1218,173,red,2,Bike
2214,84,white,4,Car
2094,152,blue,4,Car
2100,100,white,4,Car
881,80,blue,2,Bike
2263,121,red,4,Car
2461,137,white,4,Car
2403,67,red,4,Car
1895,175,red,4,Car
2373,112,white,4,Car
2499,90,red,4,Car
1030,112,yellow,2,Bike
1101,160,red,2,Bike
2213,132,green,4,Car
1900,64,blue,4,Car
2489,144,red,4,Car
2004,137,blue,4,Car
1402,109,white,4,Car
1971,108,yellow,4,Car
1097,127,white,2,Bike
1988,78,yellow,4,Car
1595,110,red,4,Car
2480,150,white,4,Car
1020,118,green,2,Bike
2484,83,blue,4,Car
1402,119,green,2,Bike
1919,109,red,4,Car
1320,115,white,4,Car
2320,57,black,4,Car
2294,135,black,4,Car
830,140,white,2,Bike
898,57,red,2,Bike
1933,127,white,4,Car
2121,79,white,4,Car
1984,64,green,4,Car
2361,58,yellow,4,Car
1941,123,blue,4,Car
1346,130,white,2,Bike
1290,95,green,4,Car
802,53,black,2,Bike
2421,165,yellow,4,Car
2080,113,red,4,Car
1019,101,green,2,Bike
2437,56,red,4,Car
1280,145,yellow,2,Bike
1717,152,red,2,Bike
1294,65,black,4,Car
1253,77,black,2,Bike
852,177,yellow,2,Bike
1573,76,black,2,Bike
1593,103,yellow,2,Bike
2183,123,red,4,Car
2157,85,red,4,Car
1364,125,white,4,Car
2434,131,blue,4,Car
1050,142,green,2,Bike
1556,93,yellow,2,Bike
1985,107,white,4,Car
2118,59,green,4,Car
1873,103,white,4,Car
1906,117,white,4,Car
1432,93,yellow,2,Bike
1876,167,green,4,Car
1090,50,black,2,Bike
2016,146,yellow,4,Car
1528,70,yellow,2,Bike
900,51,green,2,Bike
807,122,green,2,Bike
917,69,white,2,Bike
1050,118,white,2,Bike
1003,123,blue,2,Bike
889,114,white,2,Bike
1693,112,green,4,Car
1335,167,black,4,Car
1326,180,white,2,Bike
1912,134,white,4,Car
2010,50,white,4,Car
1566,125,yellow,4,Car
1709,167,blue,4,Car
1623,176,green,2,Bike
2483,122,red,4,Car
1058,180,green,2,Bike
1728,111,yellow,2,Bike
1984,92,yellow,4,Car
1898,153,blue,4,Car
2205,149,blue,4,Car
1862,109,yellow,4,Car
842,69,red,2,Bike
1315,119,red,4,Car
2256,50,black,4,Car
2014,150,yellow,4,Car
2194,70,blue,4,Car
1866,113,green,4,Car
2012,138,black,4,Car
1705,101,black,4,Car
2391,110,green,4,Car
1716,74,black,4,Car
1306,78,red,4,Car
2062,166,green,4,Car
1209,175,black,2,Bike
1351,93,green,4,Car
1745,172,blue,2,Bike
995,64,yellow,2,Bike
1158,159,yellow,2,Bike
2010,118,white,4,Car
1309,53,blue,2,Bike
1969,64,green,4,Car
1499,123,yellow,4,Car
1995,167,red,4,Car
2378,147,red,4,Car
1682,129,red,2,Bike
